Meldedatum, value, difference, trend
2023-05-01, 11, -2.3667, -0.0095
2023-05-02, 8.2, -4.695, -0.0189
2023-05-03, 8.8, -3.8336, -0.0154
2023-05-04, 8.8, -3.1633, -0.0127
2023-05-05, 8.9, -2.8389, -0.0114
2023-05-06, 8.9, -2.2766, -0.0091
2023-05-07, 8.9, -2.2214, -0.0089
2023-05-08, 8.8, -2.1661, -0.0087
2023-05-09, 10.9, 3.0792, 0.0074
2023-05-10, 9.7, 1.2663, 0.0031
2023-05-11, 9.1, 0.5046, 0.0012
2023-05-12, 8.5, -0.0288, -0.0001
2023-05-13, 8.1, -0.6247, -0.0025
2023-05-14, 8.1, -0.5791, -0.0023
2023-05-15, 8, -0.543, -0.0022
2023-05-16, 7.5, -3.4948, -0.014
2023-05-17, 6.9, -2.5541, -0.0103
2023-05-18, 6.6, -2.2598, -0.0091
2023-05-19, 5.4, -3.1416, -0.0126
2023-05-20, 5.2, -2.8233, -0.0113
2023-05-21, 5.2, -2.8052, -0.0113
2023-05-22, 5.2, -2.7788, -0.0112
2023-05-23, 5, -2.2418, -0.009
2023-05-24, 4.9, -1.7648, -0.0071
2023-05-25, 4.2, -1.8417, -0.0074
